"","state","city","pop","household_income_mean","household_income_median","debt.proportion","hs.degree.proportion","married.proportion"
"964","California","Norco",9617,103476.776355,87316,0.82393,0.854055,0.5238
"965","California","North Highlands",23482,44214.7350575,33736,0.7189425,0.79147,0.488185
"966","California","North Hills",21672,71873.24788,65799,0.820198,0.722722,0.436152
"967","California","North Hollywood",94979,67800.8653175,46347.5,0.767731666666667,0.797090833333333,0.402572916666667
"968","California","Northridge",38135,96240.6904322222,70519,0.767437777777778,0.86497,0.505463333333333
"969","California","Norwalk",37170,74011.65710125,63436,0.756995,0.73836625,0.49642125
"970","California","Novato",36078,103021.774977143,84645,0.725127142857143,0.931628571428571,0.550401428571429
"971","California","Oak Hills",14917,86127.54012,70525,0.83026,0.8156,0.55135
"972","California","Oak Park",2452,175350.94026,176631,0.75234,0.99354,0.70072
"973","California","Oak View",8640,89791.98611,54983,0.611226666666667,0.858156666666667,0.591583333333333
"974","California","Oakdale",9221,64797.53252,50931,0.68672,0.8381,0.49563
"975","California","Oakland",241269,72811.4099830159,49363,0.736198888888889,0.77575619047619,0.429823015873016
"976","California","Oakley",39955,83631.126115,69514,0.74162,0.862915,0.498806666666667
"977","California","Oceanside",251390,65223.080022,53168,0.491352,0.886576,0.449748666666667
"978","California","Ojai",5152,85995.1928,63903,0.670316666666667,0.927266666666667,0.50511
"979","California","Ontario",67437,63616.5798176923,53094,0.799506153846154,0.697983846153846,0.488920769230769
"980","California","Orange",55317,98369.41722,75513,0.778032,0.803238,0.504883
"981","California","Orange Cove",9611,51157.35828,30342,0.62556,0.476685,0.51785
"982","California","Orangevale",25949,88454.7108733333,73692,0.751655,0.95012,0.525601666666667
"983","California","Orangeville",4503,72143.14387,53412,0.68512,0.9311,0.49823
"984","California","Orcutt",18641,80177.732465,71667.5,0.6585775,0.8667675,0.58968
"985","California","Orinda",20074,160222.711155,153859,0.74565,0.9716775,0.6660875
"986","California","Orland",13165,50698.239005,35548,0.589725,0.74914,0.54718
"987","California","Orosi",9933,39725.40502,32049,0.64273,0.44865,0.52649
"988","California","Oroville",33249,50282.9729,41258,0.57552,0.8183575,0.47190125
"989","California","Oxnard",155145,70209.1771607143,55436.5,0.76759,0.664304285714286,0.498083214285714
"990","California","Pacific Grove",25370,96624.9573325,83994,0.661945,0.96913,0.46206375
"991","California","Pacific Palisades",11594,172046.018566667,144304,0.70406,0.980873333333333,0.692246666666667
"992","California","Pacifica",20330,116313.32381,103385,0.794135,0.9562825,0.5394225
"993","California","Pacoima",38122,55436.6693433333,45605,0.734676666666667,0.501543333333333,0.459526666666667
"994","California","Pacomia",6479,80729.27918,73755,0.78543,0.63492,0.44919
"995","California","Palermo",8947,54521.953335,38491.5,0.5271,0.734105,0.479065
"996","California","Palm Desert",25544,79644.73991625,60598,0.59116375,0.919765,0.5649525
"997","California","Palm Springs",24260,67999.13653625,51069,0.57859875,0.88767125,0.35651375
"998","California","Palmdale",104890,72077.415563,57884.5,0.7908855,0.767288,0.5297885
"999","California","Palo Alto",33450,140470.14691375,101994,0.47758375,0.97664,0.57928625
"1000","California","Palo Cedro",4547,92562.16447,77545,0.6728,0.95507,0.72923
"1001","California","Palos Verdes Estates",7940,143734.1778,123260.5,0.656975,0.98601,0.66055
"1002","California","Panorama City",35799,51969.6171075,33320,0.8412675,0.60880125,0.4577025
"1003","California","Paradise",15771,62328.8889,40968,0.635943333333333,0.904873333333333,0.478336666666667
"1004","California","Paramount",6414,59068.02539,45414,0.81454,0.54997,0.52408
"1005","California","Parlier",4682,36906.40188,27907,0.76284,0.32565,0.48807
"1006","California","Pasadena",91345,90346.6606618182,74932.5,0.729997272727273,0.86791,0.497412727272727
"1007","California","Paso Robles",21191,75714.6718425,63882,0.7340125,0.850675,0.59989
"1008","California","Patterson",21448,63159.670225,48429.5,0.77526,0.707655,0.50421
"1009","California","Pauma Valley",7067,91047.44161,76491,0.67896,0.86087,0.60007
"1010","California","Paynes Creek",4278,57982.36808,41432,0.54436,0.88103,0.56926
"1011","California","Pearblossom",11226,69601.878155,49624.5,0.73014,0.71163,0.5399
"1012","California","Penn Valley",6060,84116.95967,67153,0.5794,0.95326,0.69555
"1013","California","Penryn",2548,110265.87378,88440,0.73221,0.95959,0.68211
"1014","California","Perris",57787,60866.5248885714,44444,0.715561428571429,0.661667142857143,0.470234285714286
"1015","California","Pescadero",3809,109297.88929,85517,0.65482,0.83247,0.48971
"1016","California","Petaluma",12241,97360.2173966667,66592,0.628296666666667,0.920666666666667,0.55609
"1017","California","Phelan",43284,65805.6616875,53907.5,0.710785,0.81802,0.4997625
"1018","California","Pico Rivera",29618,70690.9154266667,62686.5,0.733485,0.699923333333333,0.504806666666667
"1019","California","Piedmont",7697,132109.19978,127017,0.786505,0.98839,0.531705
"1020","California","Pine Mountain Club",4666,59567.79791,42260,0.72031,0.93018,0.54034
"1021","California","Pinedale",7332,57388.518825,43136,0.584745,0.813885,0.40699
"1022","California","Pinole",15676,88010.7228066667,68439,0.70654,0.8845,0.54649
"1023","California","Pismo Beach",4740,95289.85512,80766,0.50077,0.95646,0.76581
"1024","California","Pittsburg",41242,75105.768375,58530.5,0.76196125,0.78681,0.48848625
"1025","California","Pixley",6774,36868.38026,27190,0.59872,0.38954,0.54194
"1026","California","Placentia",71231,109171.404925714,102083.5,0.741902857142857,0.892848571428571,0.554515714285714
"1027","California","Placerville",22105,77292.855382,51519,0.679932,0.923102,0.588148
"1028","California","Planada",5450,44176.11621,33213,0.7152,0.4525,0.49347
"1029","California","Playa Del Rey",5293,96316.73702,77364,0.8131,0.95177,0.33062
"1030","California","Pleasant Grove",2731,79157.42705,65965,0.53285,0.84932,0.58032
"1031","California","Pleasant Hill",13557,106017.27038,89831,0.76122,0.964973333333333,0.60871
"1032","California","Pleasanton",39849,124091.8916,122263.5,0.77112625,0.90625875,0.611345
"1033","California","Plumas Lake",12604,79858.21052,72132,0.90177,0.83763,0.58998
"1034","California","Point Arena",3483,56726.8802,41307,0.5203,0.90362,0.45346
"1035","California","Point Reyes Station",1597,82598.31001,54059,0.39401,0.93353,0.51804
"1036","California","Pollock Pines",14761,70628.148525,53196.5,0.6711275,0.9097825,0.60404
"1037","California","Pomona",111502,64657.71252,53815,0.745918571428571,0.689838571428571,0.448649047619048
"1038","California","Pope Valley",1795,82013.69572,66419,0.67601,0.88806,0.52625
"1039","California","Port Hueneme",3655,75757.79181,60333,0.73284,0.51461,0.5465
"1040","California","Porterville",34113,54420.5376966667,40309.5,0.681926666666667,0.692461666666667,0.494696666666667
"1041","California","Portola",4094,55061.59165,33855,0.58349,0.83299,0.55285
"1042","California","Poway",21369,124663.136202,127135,0.75367,0.928144,0.62161
"1043","California","Rainbow",1529,84532.89787,74568,0.63912,0.8178,0.49786
"1044","California","Ramona",17174,102588.544545,95949.5,0.7937075,0.91456,0.62725
"1045","California","Rancho Cordova",21725,55568.392196,41708,0.671016,0.874358,0.45772
"1046","California","Rancho Cucamonga",38034,81420.05320375,63732,0.7585175,0.88007,0.4991675
"1047","California","Rancho Mirage",3553,77156.05265,48929,0.45144,0.92113,0.54077
"1048","California","Rancho Palos Verdes",21598,122066.3378975,101992.5,0.64762,0.967845,0.6893125
"1049","California","Rancho Santa Margarita",23711,110076.291325,105149,0.851335,0.956325,0.6235075
"1050","California","Raymond",2030,79242.61099,67878,0.53648,0.91338,0.60421
"1051","California","Red Bluff",9901,47821.47413,34762.5,0.587425,0.879425,0.530555
"1052","California","Redding",54037,58126.3839126667,42191,0.642654666666667,0.90526,0.461560666666667
"1053","California","Redlands",48634,89551.6516857143,68744,0.717844285714286,0.880525714285714,0.513165714285714
"1054","California","Redondo Beach",40461,126443.810105,107568.5,0.76166375,0.9722625,0.51501125
"1055","California","Redwood City",81841,115816.219615882,96117,0.758285294117647,0.840175294117647,0.549178235294118
"1056","California","Redwood City Ca",9794,64298.24707,47867.5,0.72064,0.626825,0.40589
"1057","California","Redwood Valley",6645,72705.83435,63982,0.67383,0.94394,0.46211
"1058","California","Rescue",4931,142713.06448,120128,0.84863,0.99551,0.68654
"1059","California","Reseda",47910,66573.1931177778,45574,0.786706666666667,0.742718888888889,0.470705555555556
"1060","California","Rialto",66008,56568.7305392308,45117,0.725546153846154,0.644856923076923,0.470915384615385
"1061","California","Richmond",57842,71635.4971727273,49709,0.721254545454545,0.776953636363636,0.461996363636364
"1062","California","Richvale",3302,69556.26916,48038,0.68452,0.81553,0.53161
"1063","California","Ridgecrest",9281,58507.17092,30456,0.90613,0.842033333333333,0.476553333333333
"1064","California","Rio Linda",8135,63267.241535,53026.5,0.73177,0.820385,0.456635
"1065","California","Rio Vista",9221,69500.089,58770,0.59521,0.88429,0.57456
"1066","California","Ripon",11500,105228.858175,87876.5,0.781285,0.91857,0.647585
"1067","California","Riverbank",21348,70469.40027,56967,0.753435,0.759725,0.5480975
"1068","California","Riverside",207465,75247.709084878,55140,0.758400731707317,0.775223170731707,0.467758780487805
"1069","California","Rocklin",27890,91338.1668533333,86326,0.752135,0.948498333333333,0.58518
"1070","California","Rodeo",3116,139271.2692,137304,0.95461,0.91866,0.6
"1071","California","Rohnert Park",44911,78650.11054625,67919,0.82071625,0.9113975,0.4477575
"1072","California","Rolling Hills",9418,170005.84386,170799,0.63035,0.966935,0.67351
"1073","California","Rolling Hills Estates",2710,164361.46751,155556,0.72216,0.98474,0.74407
"1074","California","Romoland",4975,72709.33703,43324,0.57143,0.63419,0.53779
"1075","California","Rosamond",5267,79042.79008,58512,0.56971,0.78788,0.6378
"1076","California","Rosemead",39812,58351.3950444444,40240,0.600304444444444,0.639986666666667,0.520654444444444
"1077","California","Roseville",77880,94133.7131521053,89460,0.761616315789474,0.940815263157895,0.580712105263158
"1078","California","Rowland Heights",24371,72167.466062,55957,0.681776,0.814516,0.506622
"1079","California","Sacramento",397686,65884.7172956471,44651,0.708179058823529,0.832882470588235,0.458617176470588
"1080","California","Salida",8842,72884.89548,60143,0.89195,0.80206,0.50462
"1081","California","Salinas",85476,72563.8358777778,55538.5,0.729133888888889,0.644861111111111,0.464632222222222
"1082","California","Salton City",6037,42155.87091,30798,0.4493,0.60641,0.40941
"1083","California","San Andreas",6446,59516.1625,40564,0.60354,0.91561,0.5112
"1084","California","San Anselmo",20279,127641.405765,105415,0.8007075,0.970555,0.6326675
"1085","California","San Ardo",4522,67004.96109,55248,0.47403,0.8207,0.3698
"1086","California","San Bernardino",112434,45739.2273305263,35345,0.698320526315789,0.673831578947368,0.390888421052632
"1087","California","San Bruno",32923,107185.12011,94988,0.703506666666667,0.911416666666667,0.554866666666667
"1088","California","San Carlos",25057,142256.02299375,118916,0.74544375,0.9631825,0.62190125
"1089","California","San Clemente",29474,100212.581947143,74564,0.694201428571429,0.932765714285714,0.53707
"1090","California","San Diego",662617,87110.0404958955,68215.5,0.750211343283582,0.87006447761194,0.460623059701493
"1091","California","San Dimas",20558,92775.010125,69061.5,0.72186,0.9174725,0.49746
"1092","California","San Fernando",21463,59301.711325,49146,0.7332875,0.543585,0.459965
"1093","California","San Francisco",483791,103974.63455,84044,0.696580454545455,0.857312818181818,0.413397818181818
"1094","California","San Francisco Ca",487,72216.34852,30823,0.62136,0.7507,0.32677
"1095","California","San Gabriel",23941,86380.4853,47215,0.622914,0.814888,0.593084
"1096","California","San Geronimo",3707,101310.70314,78179,0.73259,0.98034,0.46965
"1097","California","San Jacinto",28217,57234.963232,45442,0.595166,0.785644,0.498636
"1098","California","San Joaquin",6765,38421.61339,30187,0.71177,0.36558,0.50582
"1099","California","San Jose",483964,105254.409873684,90405,0.748440210526316,0.824973684210526,0.540205368421053
"1100","California","San Juan Bautista",6305,80080.99451,60027,0.78342,0.83945,0.54531
"1101","California","San Juan Capistrano",16010,98449.72742,78035,0.67538,0.79966,0.57929
"1102","California","San Leandro",73469,80482.1769671429,65049.5,0.735899285714286,0.813276428571429,0.507612142857143
"1103","California","San Lorenzo",15919,91737.0345233333,79858,0.72616,0.855193333333333,0.526283333333333
"1104","California","San Luis Obispo",36600,72556.0098775,62364.5,0.6170625,0.91966375,0.33999625
"1105","California","San Marcos",55556,68198.3879275,49411,0.655115,0.73355,0.57048
"1106","California","San Marino",7567,160099.33079,138910,0.71314,0.93922,0.68925
"1107","California","San Martin",5149,131947.53492,109344,0.76502,0.79357,0.54545
"1108","California","San Mateo",46635,136326.916370833,114129,0.724590833333333,0.924363333333333,0.603593333333333
"1109","California","San Pablo",13371,57744.574,45523.5,0.522165,0.678895,0.42582
"1110","California","San Pedro",36537,80623.791766,68955,0.751548,0.82338,0.491651
"1111","California","San Rafael",44186,97289.0407985714,78455,0.75157,0.815958571428571,0.506255714285714
"1112","California","San Ramon",41645,140813.588535,124611.5,0.81996625,0.9740025,0.6601325
"1113","California","San Ysidro",18346,44676.72,37445,0.638103333333333,0.52385,0.537016666666667
"1114","California","Sanger",17830,70689.26049,53940,0.754333333333333,0.74183,0.54891
"1115","California","Santa Ana",150115,73465.49053,57852,0.7368836,0.5975832,0.5039892
"1116","California","Santa Barbara",78103,104862.270492353,85786,0.687705882352941,0.8957,0.498428823529412
"1117","California","Santa Clara",54172,112953.908158182,99874,0.667847272727273,0.922956363636364,0.566640909090909
"1118","California","Santa Clarita",28752,105372.586568,90515,0.86277,0.893818,0.549512
"1119","California","Santa Cruz",46411,94371.3365409091,70324,0.70486,0.921621818181818,0.480529090909091
"1120","California","Santa Fe Springs",8409,85342.67022,75244.5,0.82971,0.85294,0.578235
"1121","California","Santa Margarita",7080,90124.76936,70348,0.64307,0.91673,0.62936
"1122","California","Santa Maria",24481,66750.195058,56256,0.691522,0.692076,0.517618
"1123","California","Santa Monica",47920,95787.5844088889,70324,0.685967777777778,0.938808888888889,0.387331111111111
"1124","California","Santa Paula",5161,65417.793405,54345,0.61983,0.718625,0.54207
"1125","California","Santa Rosa",81955,83129.6490066667,64092,0.733260666666667,0.872770666666667,0.481814666666667
"1126","California","Santee",19105,99258.3929625,89333,0.762015,0.933575,0.5506475
"1127","California","Saratoga",14090,179066.736736667,169434,0.663736666666667,0.97283,0.706843333333333
"1128","California","Saugus",23983,122671.937776,111406,0.834156,0.927488,0.613984
"1129","California","Sausalito",6289,97096.511555,82788.5,0.62932,0.882075,0.46238
"1130","California","Scotia",4853,50595.04969,39893,0.63399,0.88517,0.43195
"1131","California","Seal Beach",3111,104076.96667,86547,0.73333,0.9911,0.48156
"1132","California","Seaside",19966,66001.0083075,46094,0.675945,0.7102375,0.438765
"1133","California","Sebastopol",25555,91102.439768,70521,0.687326,0.927316,0.535628
"1134","California","Seeley",9046,53803.53473,39213,0.563125,0.66138,0.345225
"1135","California","Selma",26349,54296.435515,44035,0.6538875,0.63409,0.49497
"1136","California","Shafter",19645,54317.9285025,43821,0.7436275,0.564105,0.5438775
"1137","California","Shandon",9381,91003.70596,81647,0.78852,0.89881,0.68268
"1138","California","Shasta",1512,68730.4944,51578,0.48041,0.85072,0.54517
"1139","California","Sherman Oaks",35904,107942.059767778,77740,0.794847777777778,0.961397777777778,0.501584444444444
"1140","California","Shingle Springs",15973,98280.9658,87147,0.740363333333333,0.94505,0.610593333333333
"1141","California","Shoshone",2807,48939.02492,32053,0.35776,0.81631,0.42048
"1142","California","Sierra Madre",11160,123123.66207,101126,0.66571,0.959825,0.673095
"1143","California","Sierraville",3021,63977.70121,43069,0.43833,0.92649,0.52521
"1144","California","Signal Hill",1438,75737.90052,64424,0.71064,0.83162,0.46548
"1145","California","Simi Valley",93444,110677.522433333,83751.5,0.805485555555556,0.921441111111111,0.580959444444444
"1146","California","Solana Beach",5642,148381.06432,111638.5,0.685385,0.980035,0.620385
"1147","California","Soledad",16687,61078.36339,48685.5,0.667665,0.442815,0.46924
"1148","California","Solvang",6199,85139.84239,67976,0.65086,0.90103,0.59849
"1149","California","Somis",3610,112447.09412,88583,0.66759,0.75892,0.45541
"1150","California","Sonoma",16857,95355.80271,66983.5,0.7197625,0.877975,0.56309
"1151","California","Sonora",20323,64870.1851475,47921,0.6379725,0.9095825,0.52756
"1152","California","Soquel",5476,110156.91597,93232,0.70643,0.94605,0.50483
"1153","California","South El Monte",6932,62881.809075,56899,0.630545,0.59289,0.433885
"1154","California","South Gate",33174,49842.13659,38737.5,0.7755275,0.4713175,0.44460375
"1155","California","South Lake Tahoe",16759,69556.769242,46530,0.715778,0.86524,0.491964
"1156","California","South Pasadena",25999,109557.22475,89713,0.725412,0.95475,0.544038
"1157","California","South San Francisco",31856,91976.493576,84662,0.667928,0.823468,0.506546
"1158","California","South San Gabriel",10574,77892.84083,64146,0.58749,0.775405,0.534245
"1159","California","Spring Valley",11839,69705.8017033333,47850,0.667363333333333,0.77495,0.487166666666667
"1160","California","St. Helena",4556,98787.49751,71712,0.52743,0.81796,0.615895
"1161","California","Stanton",10252,60356.348795,48407.5,0.72049,0.66767,0.499405
"1162","California","Stevenson Ranch",6412,164714.52835,159549,0.95757,0.95637,0.64048
"1163","California","Stewarts Point",1441,93402.08749,67883,0.55795,0.97334,0.70046
"1164","California","Stockton",120788,55254.4808958621,37988,0.632724827586207,0.72043275862069,0.471245517241379
"1165","California","Strathmore",7918,61049.03454,37356,0.66824,0.66165,0.52207
"1166","California","Studio City",4708,105131.22997,84168,0.80402,0.94206,0.468
"1167","California","Suisun City",4613,63725.23175,52497,0.8164,0.82611,0.44239
"1168","California","Sun City",10751,62472.85225,51427.5,0.673295,0.870065,0.52949
"1169","California","Sun Valley",21356,71831.2471433333,55708,0.801363333333333,0.740358333333333,0.491066666666667
"1170","California","Sunnyvale",91982,124065.319963889,101471,0.721678333333333,0.912797777777778,0.576411666666667
"1171","California","Sunol",12751,128145.174,119065.5,0.75299,0.916495,0.537905
"1172","California","Susanville",8436,57369.6682433333,40215,0.601903333333333,0.894803333333333,0.48792
"1173","California","Sutter",3646,82796.96433,71611,0.78772,0.92099,0.67572
"1174","California","Sylmar",31402,76574.5478157143,69551,0.836852857142857,0.690184285714286,0.506025714285714
"1175","California","Taft",15893,57278.7408433333,49656,0.596706666666667,0.753683333333333,0.434003333333333
"1176","California","Tarzana",16126,96172.4677225,70667,0.741325,0.944125,0.5295125
"1177","California","Tehachapi",9169,91402.096005,71180.5,0.660755,0.930775,0.632865
"1178","California","Temecula",68609,93690.7353283333,91001,0.854654166666667,0.91243,0.573826666666667
"1179","California","Temple City",31657,76219.2188766667,61398.5,0.588466666666667,0.863146666666667,0.578711666666667
"1180","California","Termo",1333,42988.04091,35809,0.40891,0.85477,0.65342
"1181","California","Thermal",14881,46492.029375,28741.5,0.33976,0.450515,0.57047
"1182","California","Thousand Oaks",25405,125762.266292,114854,0.83701,0.899574,0.622502
"1183","California","Thousand Palms",1869,60579.57179,53612,0.47885,0.86776,0.50144
"1184","California","Tipton",6780,39735.06042,31183,0.5864,0.33805,0.4863
"1185","California","Topanga",10146,142882.48966,126404.5,0.724675,0.96641,0.60619
"1186","California","Torrance",88368,95401.1437288235,77962,0.691797058823529,0.907075294117647,0.571331764705882
"1187","California","Trabuco Canyon",11236,160905.390996667,146790,0.87187,0.97435,0.622313333333333
"1188","California","Tracy",73247,94923.42959875,90798.5,0.780655,0.82641625,0.56068
"1189","California","Traver",3439,38958.34195,27156,0.61622,0.39197,0.49919
"1190","California","Trinity Center",2628,57353.86325,31823,0.5274,0.91213,0.55474
"1191","California","Trona",2144,54130.30765,34759,0.32516,0.82407,0.44595
"1192","California","Truckee",5334,96735.50196,77587.5,0.78159,0.96665,0.58113
"1193","California","Tujunga",7055,96758.5513933333,62051,0.894593333333333,0.90532,0.464013333333333
"1194","California","Tulare",47159,50518.966777,36726,0.69173,0.649697,0.490578
"1195","California","Tulelake",1349,53006.00025,35868,0.51852,0.67125,0.44828
"1196","California","Tuolomne",6636,61519.40726,50093,0.55771,0.9362,0.53288
"1197","California","Tuolumne",5789,58801.11106,55194,0.6583,0.93979,0.56388
"1198","California","Turlock",38874,72878.891582,52359,0.76622,0.825376,0.517402
"1199","California","Tustin",54157,96079.7935133333,77732,0.739247777777778,0.837208888888889,0.523671111111111
"1200","California","Twentynine Palms",35812,50913.91711875,35665,0.5825325,0.8450775,0.492375
"1201","California","Ukiah",17233,68639.9420366667,41094,0.553586666666667,0.839406666666667,0.484693333333333
"1202","California","Union City",49749,109115.767806,91577,0.757431,0.878672,0.582875
"1203","California","Upland",50303,78832.0681354546,67285,0.771242727272727,0.891903636363636,0.519178181818182
"1204","California","Vacaville",35301,95686.0848528571,82392,0.817588571428571,0.901902857142857,0.547
"1205","California","Valencia",21848,123509.713045,109016.5,0.8578725,0.95885,0.56403
"1206","California","Valinda",15584,86123.6042733333,64652,0.75769,0.770843333333333,0.48522
"1207","California","Vallejo",70861,69384.125020625,58602,0.749094375,0.83994,0.439961875
"1208","California","Valley Center",23142,92118.316645,83838,0.72208,0.869755,0.6235075
"1209","California","Valley Home",4866,93234.15559,70085,0.64618,0.84922,0.63353
"1210","California","Van Nuys",81929,63281.4466818182,44372.5,0.792972272727273,0.747819090909091,0.476765909090909
"1211","California","Venice",12576,108679.8411675,97044.5,0.6854975,0.955815,0.3480725
"1212","California","Ventura",60820,76820.67558,59130,0.694181538461539,0.878429230769231,0.460686923076923
"1213","California","Victorville",48544,53922.63991,38588,0.698021428571429,0.754582857142857,0.474181428571429
"1214","California","Villa Park",9323,121938.429853333,100283,0.720233333333333,0.880913333333333,0.548526666666667
"1215","California","Visalia",119860,65210.1077122222,55785.5,0.733082222222222,0.807773333333333,0.495713888888889
"1216","California","Vista",91039,78245.8793070588,63032,0.778795882352941,0.832873529411765,0.51712
"1217","California","Walnut",22042,118998.096304,102620,0.69916,0.932186,0.605492
"1218","California","Walnut Creek",40315,119038.080821111,101782,0.638884444444444,0.977502222222222,0.651227777777778
"1219","California","Walnut Park",3838,51765.70148,39997,0.79365,0.45425,0.45404
"1220","California","Walnut Valley",1879,110112.71163,96249,0.85504,0.92635,0.56413
"1221","California","Wasco",12551,43380.551755,34605.5,0.727765,0.47363,0.445095
"1222","California","Watsonville",42551,78857.39568,54143,0.685761428571429,0.710851428571429,0.536962857142857
"1223","California","Weldon",4762,45495.62694,28865,0.34424,0.83329,0.49157
"1224","California","West Covina",41191,92384.60704625,73716.5,0.75245625,0.84369375,0.518135
"1225","California","West Hills",37164,107234.610823333,91394,0.756852222222222,0.928925555555556,0.563201111111111
"1226","California","West Hollywood",7431,111211.769335,92019.5,0.709175,0.946235,0.28861
"1227","California","West Sacramento",15121,75261.870585,63312,0.802905,0.824275,0.559475
"1228","California","Westlake Village",24031,83605.7540383333,66683.5,0.739581666666667,0.804675,0.561431666666667
"1229","California","Westminster",30971,70576.645355,48477,0.648246666666667,0.786296666666667,0.499736666666667
"1230","California","Westmorland",2177,39244.95626,30286,0.54153,0.59242,0.52886
"1231","California","Whitmore",2270,71137.41724,49128,0.59235,0.90128,0.6
"1232","California","Whittier",115923,77346.5020461539,64648.5,0.745890769230769,0.763884230769231,0.474563461538462
"1233","California","Wildomar",34108,86167.6234842857,64762,0.774625714285714,0.86138,0.529511428571429
"1234","California","Williams",6215,66837.00229,55273,0.67478,0.58528,0.56609
"1235","California","Willits",6445,37610.60554,31617,0.56149,0.84724,0.42747
"1236","California","Willows",7487,60042.68885,40272,0.73876,0.76405,0.51737
"1237","California","Wilmington",29127,54479.9333514286,45030,0.750175714285714,0.552988571428571,0.414382857142857
"1238","California","Wilton",5404,108409.82341,97472,0.71646,0.93502,0.71111
"1239","California","Winchester",15050,69400.6478,60139.5,0.608875,0.7645,0.53031
"1240","California","Windsor",17724,98294.8073033333,91446,0.78371,0.886183333333333,0.606136666666667
"1241","California","Winnetka",14480,80217.1300066667,64911,0.826153333333333,0.75791,0.504653333333333
"1242","California","Woodlake",5715,43669.52447,30700,0.59365,0.53791,0.4887
"1243","California","Woodland",31893,76990.7399516667,59826.5,0.744965,0.802291666666667,0.55927
"1244","California","Woodland Hills",21711,122068.1973,98773.5,0.783578333333333,0.93397,0.57085
"1245","California","Yermo",9238,59912.20191,50599,0.45455,0.99209,0.57563
"1246","California","Yettem",6195,42186.62381,32189,0.6072,0.39974,0.46852
"1247","California","Yorba Linda",23959,130672.008146,126870,0.813122,0.906658,0.618246
"1248","California","Yosemite",5489,68951.87493,53842.5,0.32043,0.92151,0.48986
"1249","California","Yountville",3239,137317.83438,116904,0.65377,0.96849,0.62384
"1250","California","Yreka",7331,55416.315125,44928.5,0.55776,0.87935,0.609035
"1251","California","Yuba City",65242,70474.8377907692,61613,0.678050769230769,0.794519230769231,0.573191538461538
"1252","California","Yucaipa",36766,63054.9380766667,43122,0.579555,0.821443333333333,0.493001666666667
"1253","Colorado","Akron",2767,55410.79181,46388,0.46834,0.90103,0.62521
"1254","Colorado","Alamosa",2938,60355.20072,45594,0.57958,0.86738,0.62253
"1255","Colorado","Arvada",63574,85781.74176625,73007.5,0.70534375,0.92628,0.548435625
"1256","Colorado","Aspen",5165,97376.80376,75433.5,0.70062,0.97351,0.36646
"1257","Colorado","Aurora",181136,71259.36831,53324.5,0.761315,0.862050952380952,0.51202880952381
"1258","Colorado","Avon",12802,87636.2769575,63363.5,0.6205625,0.93462,0.4449
"1259","Colorado","Avondale",3426,62741.03991,48037,0.58065,0.83962,0.6047
"1260","Colorado","Bailey",5701,72905.40246,62660,0.74219,0.96058,0.63169
"1261","Colorado","Basalt",10106,100399.56555,79964,0.65525,0.91238,0.48723
"1262","Colorado","Bennett",1684,103403.43362,90607,0.76693,0.91181,0.59127
"1263","Colorado","Berthoud",12335,90860.59252,69836,0.706355,0.952905,0.61813
"1264","Colorado","Boulder",57371,77851.4875623077,58858,0.663472307692308,0.973283076923077,0.315643076923077
"1265","Colorado","Branson",2708,69892.97326,52423,0.49534,0.85559,0.54224
"1266","Colorado","Breckenridge",9476,88658.964175,74496,0.75991,0.98083,0.41489
"1267","Colorado","Briggsdale",4957,67968.84739,60604,0.74759,0.92945,0.69565
"1268","Colorado","Brighton",24418,79008.4358275,66126,0.7888275,0.8541225,0.5450475
"1269","Colorado","Broomfield",29448,104964.69567875,86158,0.81450875,0.947715,0.60859875
"1270","Colorado","Brush",7668,64570.431205,51122,0.593285,0.840375,0.562805
"1271","Colorado","Buena Vista",3147,54407.29686,47350,0.48316,0.82192,0.40741
"1272","Colorado","Burlington",5503,53610.1367,42283,0.38539,0.81307,0.5451
"1273","Colorado","Byers",4839,82703.59295,75732,0.77328,0.95153,0.69017
"1274","Colorado","Calhan",6595,74196.02044,60614,0.75024,0.95903,0.67361
"1275","Colorado","Canon City",10286,60289.1869466667,42798,0.627666666666667,0.943736666666667,0.60491
"1276","Colorado","Carbondale",4112,88471.4311,66800,0.70307,0.89442,0.54483
"1277","Colorado","Castle Rock",37069,112678.029496667,98725.5,0.849718333333333,0.962106666666667,0.670358333333333
"1278","Colorado","Cedaredge",3876,59036.12193,42535,0.52718,0.92364,0.56369
"1279","Colorado","Centennial",38643,97001.28083125,82291.5,0.78009,0.96628625,0.57227625
"1280","Colorado","Cherry Hills Village",1820,194936.31522,196659,0.55376,1,0.6954
"1281","Colorado","Chipita Park",3551,90582.4164,70191,0.66609,0.97162,0.59063
"1282","Colorado","Clifton",7696,69263.004275,56992,0.62362,0.80332,0.62683
"1283","Colorado","Colorado City",4389,69226.36064,58401,0.69125,0.95908,0.72712
"1284","Colorado","Colorado Springs",303634,71108.3778593548,52554.5,0.712288387096774,0.928085161290323,0.52994564516129
"1285","Colorado","Commerce City",19993,79101.599204,50397,0.785854,0.806618,0.59187
"1286","Colorado","Conifer",2738,125376.93028,117523,0.75929,0.97008,0.70623
"1287","Colorado","Cortez",15871,49872.970415,40712,0.3955375,0.85345,0.5040725
"1288","Colorado","Craig",8789,64046.2489466667,51343,0.58597,0.910443333333333,0.6186
